# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
 588    32000  5.00   -1.752   -2.834   -3.107   -3.243   -3.421   -3.812   -3.937   -4.043
 589    33000  4.00   -1.702   -2.823   -3.110   -3.242   -3.418   -3.812   -3.939   -4.046
 590    33000  4.50   -1.752   -2.858   -3.143   -3.280   -3.460   -3.856   -3.984   -4.091
 591    33000  5.00   -1.793   -2.890   -3.170   -3.308   -3.489   -3.885   -4.012   -4.120
 592    34000  4.00   -1.760   -2.892   -3.180   -3.313   -3.488   -3.885   -4.012   -4.120
 593    34000  4.50   -1.799   -2.917   -3.208   -3.346   -3.527   -3.927   -4.055   -4.164
 594    34000  5.00   -1.836   -2.947   -3.232   -3.372   -3.554   -3.955   -4.084   -4.192
 595    35000  4.00   -1.823   -2.964   -3.255   -3.387   -3.562   -3.958   -4.085   -4.193
 596    35000  4.50   -1.852   -2.980   -3.274   -3.413   -3.594   -3.997   -4.126   -4.235
 597    35000  5.00   -1.882   -3.005   -3.295   -3.436   -3.620   -4.024   -4.154   -4.264
 598    36000  4.00   -1.892   -3.040   -3.333   -3.465   -3.639   -4.035   -4.161   -4.270
 599    36000  4.50   -1.909   -3.047   -3.343   -3.483   -3.663   -4.067   -4.197   -4.306
 600    36000  5.00   -1.934   -3.066   -3.360   -3.502   -3.686   -4.093   -4.224   -4.334
 601    37000  4.00   -1.965   -3.119   -3.414   -3.545   -3.719   -4.114   -4.241   -4.349
 602    37000  4.50   -1.972   -3.117   -3.416   -3.555   -3.735   -4.139   -4.269   -4.379
 603    37000  5.00   -1.990   -3.130   -3.427   -3.570   -3.754   -4.162   -4.293   -4.403
 604    38000  4.00   -2.040   -3.199   -3.495   -3.627   -3.800   -4.196   -4.322   -4.431
 605    38000  4.50   -2.040   -3.190   -3.491   -3.631   -3.810   -4.213   -4.343   -4.453
 606    38000  5.00   -2.050   -3.197   -3.497   -3.640   -3.823   -4.232   -4.363   -4.474
 607    39000  4.00   -2.114   -3.278   -3.576   -3.708   -3.882   -4.279   -4.405   -4.514
 608    39000  4.50   -2.109   -3.265   -3.569   -3.708   -3.887   -4.290   -4.419   -4.530
 609    39000  5.00   -2.114   -3.267   -3.570   -3.713   -3.895   -4.304   -4.434   -4.546
 610    40000  4.50   -2.181   -3.340   -3.646   -3.786   -3.965   -4.368   -4.498   -4.609
 611    40000  5.00   -2.182   -3.339   -3.644   -3.788   -3.970   -4.378   -4.508   -4.620
 612    41000  4.50   -2.252   -3.416   -3.724   -3.864   -4.043   -4.447   -4.577   -4.688
 613    41000  5.00   -2.251   -3.412   -3.719   -3.863   -4.045   -4.453   -4.584   -4.696
 614    42000  4.50   -2.323   -3.490   -3.800   -3.941   -4.121   -4.525   -4.655   -4.767
 615    42000  5.00   -2.321   -3.485   -3.795   -3.939   -4.121   -4.529   -4.660   -4.773
 616    43000  4.50   -2.393   -3.563   -3.874   -4.016   -4.197   -4.602   -4.733   -4.845
 617    43000  5.00   -2.390   -3.558   -3.870   -4.015   -4.197   -4.605   -4.737   -4.850
 618    44000  4.50   -2.461   -3.634   -3.947   -4.089   -4.271   -4.678   -4.809   -4.922
 619    44000  5.00   -2.459   -3.629   -3.943   -4.089   -4.272   -4.681   -4.813   -4.926
 620    45000  4.50   -2.528   -3.704   -4.019   -4.161   -4.343   -4.751   -4.883   -4.996
 621    45000  5.00   -2.527   -3.700   -4.016   -4.162   -4.346   -4.755   -4.888   -5.001
 622    46000  4.50   -2.593   -3.773   -4.088   -4.231   -4.414   -4.824   -4.956   -5.070
 623    46000  5.00   -2.593   -3.769   -4.086   -4.233   -4.418   -4.828   -4.961   -5.075
 624    47000  4.50   -2.657   -3.840   -4.157   -4.300   -4.484   -4.894   -5.027   -5.141
 625    47000  5.00   -2.658   -3.837   -4.156   -4.303   -4.488   -4.900   -5.033   -5.148
 626    48000  4.50   -2.721   -3.906   -4.224   -4.367   -4.552   -4.964   -5.096   -5.212
 627    48000  5.00   -2.722   -3.903   -4.224   -4.371   -4.557   -4.970   -5.103   -5.219
 628    49000  4.50   -2.783   -3.970   -4.289   -4.433   -4.619   -5.032   -5.165   -5.281
 629    49000  5.00   -2.785   -3.969   -4.290   -4.438   -4.625   -5.039   -5.172   -5.289
 630    50000  5.00   -2.846   -4.033   -4.355   -4.504   -4.691   -5.106   -5.240   -5.357
 631    56101  5.00   -2.963   -4.181   -4.490   -4.622   -4.802   -5.216   -5.342   -5.449
 632    62946  5.00   -3.290   -4.518   -4.835   -4.972   -5.157   -5.579   -5.708   -5.817
 633    70627  5.00   -3.623   -4.859   -5.183   -5.325   -5.514   -5.942   -6.074   -6.186
 634    79245  5.00   -3.961   -5.204   -5.534   -5.680   -5.873   -6.307   -6.442   -6.555
 635    88914  5.00   -4.303   -5.552   -5.889   -6.037   -6.235   -6.673   -6.810   -6.926
 636    99763  5.00   -4.649   -5.903   -6.245   -6.397   -6.597   -7.040   -7.179   -7.296
 637   111936  5.00   -4.998   -6.257   -6.604   -6.758   -6.961   -7.408   -7.549   -7.667
 638   125595  5.00   -5.351   -6.614   -6.964   -7.120   -7.326   -7.777   -7.919   -8.039
 639   140920  5.00   -5.706   -6.972   -7.326   -7.484   -7.693   -8.146   -8.290   -8.411
 640   158115  5.00   -6.063   -7.333   -7.690   -7.850   -8.060   -8.516   -8.661   -8.783
 641   177407  5.00   -6.422   -7.695   -8.054   -8.216   -8.428   -8.887   -9.033   -9.155
 642   199055  5.00   -6.783   -8.058   -8.420   -8.583   -8.797   -9.258   -9.405   -9.528
 643   223343  5.00   -7.145   -8.423   -8.787   -8.952   -9.167   -9.629   -9.777   -9.901
 644   250595  5.00   -7.509   -8.789   -9.155   -9.321   -9.537  -10.001  -10.150  -10.274
 645   281172  5.00   -7.874   -9.156   -9.524   -9.690   -9.907  -10.373  -10.523  -10.648
 646   315481  5.00   -8.241   -9.524   -9.893  -10.060  -10.279  -10.746  -10.896  -11.021
 647   353975  5.00   -8.608   -9.892  -10.263  -10.431  -10.650  -11.118  -11.269  -11.395
 648   397167  5.00   -8.976  -10.262  -10.634  -10.802  -11.022  -11.491  -11.643  -11.769
 649   445629  5.00   -9.345  -10.632  -11.005  -11.174  -11.394  -11.865  -12.016  -12.143
 650   500004  5.00   -9.714  -11.002  -11.376  -11.546  -11.767  -12.238  -12.390  -12.517
 651   561014  5.00  -10.084  -11.373  -11.748  -11.918  -12.140  -12.612  -12.764  -12.891
 652   629469  5.00  -10.455  -11.745  -12.120  -12.291  -12.513  -12.985  -13.138  -13.266
 653   706276  5.00  -10.826  -12.116  -12.493  -12.664  -12.886  -13.359  -13.512  -13.640
 654   792455  5.00  -11.198  -12.489  -12.865  -13.037  -13.260  -13.733  -13.887  -14.015
 655   889149  5.00  -11.570  -12.861  -13.238  -13.410  -13.633  -14.108  -14.261  -14.389
 656   997642  5.00  -11.942  -13.234  -13.612  -13.784  -14.007  -14.482  -14.635  -14.764
 657  1119373  5.00  -12.315  -13.607  -13.985  -14.157  -14.381  -14.856  -15.010  -15.138
 658  1255958  5.00  -12.687  -13.980  -14.359  -14.531  -14.755  -15.230  -15.384  -15.513
 659  1409209  5.00  -13.060  -14.353  -14.732  -14.905  -15.129  -15.605  -15.759  -15.888
 660  1581159  5.00  -13.434  -14.727  -15.106  -15.279  -15.503  -15.979  -16.134  -16.262
 661  1774090  5.00  -13.807  -15.101  -15.480  -15.653  -15.878  -16.354  -16.508  -16.637
 662  1990563  5.00  -14.181  -15.475  -15.854  -16.027  -16.252  -16.729  -16.883  -17.012
 663  2233450  5.00  -14.555  -15.849  -16.229  -16.402  -16.627  -17.103  -17.258  -17.387
 664  2505973  5.00  -14.929  -16.223  -16.603  -16.776  -17.001  -17.478  -17.633  -17.762
 665  2811749  5.00  -15.303  -16.597  -16.977  -17.151  -17.376  -17.853  -18.007  -18.136
 666  3154836  5.00  -15.677  -16.971  -17.352  -17.525  -17.750  -18.227  -18.382  -18.511
 667  3539785  5.00  -16.051  -17.346  -17.726  -17.900  -18.125  -18.602  -18.757  -18.886
 668  3971706  5.00  -16.425  -17.720  -18.101  -18.274  -18.500  -18.977  -19.132  -19.261
 669  4456330  5.00  -16.800  -18.095  -18.475  -18.649  -18.874  -19.352  -19.507  -19.636
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
   0     3810  0.00   -4.369   -2.834   -1.282   -0.342    0.415    1.633    2.525    2.657
   1     3736  0.00   -4.611   -3.075   -1.505   -0.500    0.388    1.661    2.570    2.711
   2     3666  0.00   -4.867   -3.343   -1.745   -0.681    0.346    1.687    2.614    2.766
   3     3574  0.00   -5.083   -3.741   -2.128   -0.961    0.221    1.725    2.677    2.844
   4     3434  0.00   -5.587   -4.401   -2.825   -1.473   -0.038    1.772    2.757    2.947
   5     3309  0.00   -6.114   -5.373   -3.842   -2.217   -0.437    1.820    2.833    3.047
   6     3126  0.00   -7.073   -6.737   -5.195   -3.221   -1.082    1.873    2.918    3.152
   7     2890  0.00   -7.806   -8.070   -6.411   -3.883   -1.624    1.940    2.966    3.231
   8     2667  0.00   -8.538   -9.000   -7.274   -4.257   -1.890    1.988    2.909    3.266
   9     2500  0.00   -9.278   -9.749   -8.017   -4.612   -2.027    2.018    2.794    3.252
