# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
 587    32000  4.50   -1.755   -2.836   -3.117   -3.250   -3.426   -3.814   -3.938   -4.043
 588    32000  5.00   -1.796   -2.867   -3.141   -3.275   -3.452   -3.839   -3.964   -4.068
 589    33000  4.00   -1.736   -2.851   -3.137   -3.268   -3.442   -3.834   -3.958   -4.064
 590    33000  4.50   -1.791   -2.888   -3.175   -3.310   -3.488   -3.881   -4.007   -4.112
 591    33000  5.00   -1.831   -2.920   -3.200   -3.337   -3.516   -3.909   -4.035   -4.141
 592    34000  4.00   -1.788   -2.915   -3.204   -3.335   -3.508   -3.902   -4.027   -4.133
 593    34000  4.50   -1.832   -2.944   -3.234   -3.371   -3.550   -3.947   -4.074   -4.181
 594    34000  5.00   -1.869   -2.973   -3.258   -3.397   -3.578   -3.976   -4.103   -4.210
 595    35000  4.00   -1.847   -2.985   -3.275   -3.405   -3.578   -3.972   -4.097   -4.203
 596    35000  4.50   -1.880   -3.004   -3.297   -3.434   -3.614   -4.014   -4.141   -4.248
 597    35000  5.00   -1.911   -3.028   -3.318   -3.458   -3.640   -4.042   -4.170   -4.278
 598    36000  4.00   -1.914   -3.060   -3.351   -3.480   -3.652   -4.045   -4.169   -4.275
 599    36000  4.50   -1.933   -3.067   -3.363   -3.501   -3.680   -4.081   -4.209   -4.316
 600    36000  5.00   -1.958   -3.086   -3.380   -3.521   -3.703   -4.108   -4.237   -4.345
 601    37000  4.00   -1.986   -3.138   -3.430   -3.559   -3.730   -4.123   -4.246   -4.352
 602    37000  4.50   -1.994   -3.136   -3.434   -3.570   -3.749   -4.150   -4.277   -4.385
 603    37000  5.00   -2.011   -3.148   -3.445   -3.586   -3.768   -4.174   -4.303   -4.412
 604    38000  4.00   -2.061   -3.218   -3.512   -3.641   -3.811   -4.204   -4.327   -4.432
 605    38000  4.50   -2.059   -3.208   -3.508   -3.644   -3.821   -4.222   -4.349   -4.457
 606    38000  5.00   -2.070   -3.214   -3.513   -3.654   -3.836   -4.242   -4.371   -4.480
 607    39000  4.00   -2.137   -3.298   -3.593   -3.723   -3.893   -4.287   -4.410   -4.516
 608    39000  4.50   -2.129   -3.283   -3.585   -3.721   -3.897   -4.297   -4.424   -4.532
 609    39000  5.00   -2.133   -3.283   -3.585   -3.726   -3.906   -4.312   -4.440   -4.549
 610    40000  4.50   -2.202   -3.360   -3.663   -3.799   -3.976   -4.376   -4.502   -4.610
 611    40000  5.00   -2.200   -3.355   -3.659   -3.800   -3.980   -4.385   -4.513   -4.622
 612    41000  4.50   -2.275   -3.437   -3.741   -3.878   -4.055   -4.455   -4.582   -4.690
 613    41000  5.00   -2.270   -3.429   -3.735   -3.876   -4.055   -4.460   -4.588   -4.698
 614    42000  4.50   -2.348   -3.513   -3.819   -3.957   -4.134   -4.535   -4.662   -4.771
 615    42000  5.00   -2.341   -3.504   -3.811   -3.953   -4.132   -4.537   -4.665   -4.775
 616    43000  4.50   -2.420   -3.588   -3.896   -4.034   -4.212   -4.614   -4.741   -4.850
 617    43000  5.00   -2.413   -3.579   -3.888   -4.030   -4.209   -4.614   -4.743   -4.853
 618    44000  4.50   -2.490   -3.662   -3.971   -4.110   -4.288   -4.691   -4.819   -4.929
 619    44000  5.00   -2.484   -3.652   -3.963   -4.106   -4.286   -4.691   -4.820   -4.931
 620    45000  4.50   -2.560   -3.734   -4.045   -4.184   -4.363   -4.767   -4.895   -5.006
 621    45000  5.00   -2.554   -3.725   -4.038   -4.181   -4.361   -4.768   -4.897   -5.008
 622    46000  4.50   -2.627   -3.804   -4.117   -4.256   -4.437   -4.842   -4.970   -5.082
 623    46000  5.00   -2.623   -3.797   -4.111   -4.254   -4.436   -4.843   -4.972   -5.084
 624    47000  4.50   -2.694   -3.873   -4.187   -4.327   -4.508   -4.915   -5.044   -5.155
 625    47000  5.00   -2.690   -3.867   -4.182   -4.326   -4.508   -4.917   -5.046   -5.159
 626    48000  4.50   -2.759   -3.941   -4.255   -4.396   -4.578   -4.986   -5.115   -5.227
 627    48000  5.00   -2.757   -3.935   -4.252   -4.397   -4.580   -4.989   -5.119   -5.232
 628    49000  4.50   -2.822   -4.007   -4.323   -4.464   -4.646   -5.055   -5.185   -5.298
 629    49000  5.00   -2.821   -4.002   -4.320   -4.466   -4.649   -5.060   -5.190   -5.303
 630    50000  5.00   -2.885   -4.068   -4.387   -4.533   -4.717   -5.129   -5.260   -5.373
 631    56101  5.00   -2.963   -4.181   -4.490   -4.622   -4.802   -5.216   -5.342   -5.449
 632    62946  5.00   -3.290   -4.518   -4.835   -4.972   -5.157   -5.579   -5.708   -5.817
 633    70627  5.00   -3.623   -4.859   -5.183   -5.325   -5.514   -5.942   -6.074   -6.186
 634    79245  5.00   -3.961   -5.204   -5.534   -5.680   -5.873   -6.307   -6.442   -6.555
 635    88914  5.00   -4.303   -5.552   -5.889   -6.037   -6.235   -6.673   -6.810   -6.926
 636    99763  5.00   -4.649   -5.903   -6.245   -6.397   -6.597   -7.040   -7.179   -7.296
 637   111936  5.00   -4.998   -6.257   -6.604   -6.758   -6.961   -7.408   -7.549   -7.667
 638   125595  5.00   -5.351   -6.614   -6.964   -7.120   -7.326   -7.777   -7.919   -8.039
 639   140920  5.00   -5.706   -6.972   -7.326   -7.484   -7.693   -8.146   -8.290   -8.411
 640   158115  5.00   -6.063   -7.333   -7.690   -7.850   -8.060   -8.516   -8.661   -8.783
 641   177407  5.00   -6.422   -7.695   -8.054   -8.216   -8.428   -8.887   -9.033   -9.155
 642   199055  5.00   -6.783   -8.058   -8.420   -8.583   -8.797   -9.258   -9.405   -9.528
 643   223343  5.00   -7.145   -8.423   -8.787   -8.952   -9.167   -9.629   -9.777   -9.901
 644   250595  5.00   -7.509   -8.789   -9.155   -9.321   -9.537  -10.001  -10.150  -10.274
 645   281172  5.00   -7.874   -9.156   -9.524   -9.690   -9.907  -10.373  -10.523  -10.648
 646   315481  5.00   -8.241   -9.524   -9.893  -10.060  -10.279  -10.746  -10.896  -11.021
 647   353975  5.00   -8.608   -9.892  -10.263  -10.431  -10.650  -11.118  -11.269  -11.395
 648   397167  5.00   -8.976  -10.262  -10.634  -10.802  -11.022  -11.491  -11.643  -11.769
 649   445629  5.00   -9.345  -10.632  -11.005  -11.174  -11.394  -11.865  -12.016  -12.143
 650   500004  5.00   -9.714  -11.002  -11.376  -11.546  -11.767  -12.238  -12.390  -12.517
 651   561014  5.00  -10.084  -11.373  -11.748  -11.918  -12.140  -12.612  -12.764  -12.891
 652   629469  5.00  -10.455  -11.745  -12.120  -12.291  -12.513  -12.985  -13.138  -13.266
 653   706276  5.00  -10.826  -12.116  -12.493  -12.664  -12.886  -13.359  -13.512  -13.640
 654   792455  5.00  -11.198  -12.489  -12.865  -13.037  -13.260  -13.733  -13.887  -14.015
 655   889149  5.00  -11.570  -12.861  -13.238  -13.410  -13.633  -14.108  -14.261  -14.389
 656   997642  5.00  -11.942  -13.234  -13.612  -13.784  -14.007  -14.482  -14.635  -14.764
 657  1119373  5.00  -12.315  -13.607  -13.985  -14.157  -14.381  -14.856  -15.010  -15.138
 658  1255958  5.00  -12.687  -13.980  -14.359  -14.531  -14.755  -15.230  -15.384  -15.513
 659  1409209  5.00  -13.060  -14.353  -14.732  -14.905  -15.129  -15.605  -15.759  -15.888
 660  1581159  5.00  -13.434  -14.727  -15.106  -15.279  -15.503  -15.979  -16.134  -16.262
 661  1774090  5.00  -13.807  -15.101  -15.480  -15.653  -15.878  -16.354  -16.508  -16.637
 662  1990563  5.00  -14.181  -15.475  -15.854  -16.027  -16.252  -16.729  -16.883  -17.012
 663  2233450  5.00  -14.555  -15.849  -16.229  -16.402  -16.627  -17.103  -17.258  -17.387
 664  2505973  5.00  -14.929  -16.223  -16.603  -16.776  -17.001  -17.478  -17.633  -17.762
 665  2811749  5.00  -15.303  -16.597  -16.977  -17.151  -17.376  -17.853  -18.007  -18.136
 666  3154836  5.00  -15.677  -16.971  -17.352  -17.525  -17.750  -18.227  -18.382  -18.511
 667  3539785  5.00  -16.051  -17.346  -17.726  -17.900  -18.125  -18.602  -18.757  -18.886
 668  3971706  5.00  -16.425  -17.720  -18.101  -18.274  -18.500  -18.977  -19.132  -19.261
 669  4456330  5.00  -16.800  -18.095  -18.475  -18.649  -18.874  -19.352  -19.507  -19.636
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
   0     3810  0.00   -4.369   -2.834   -1.282   -0.342    0.415    1.633    2.525    2.657
   1     3736  0.00   -4.611   -3.075   -1.505   -0.500    0.388    1.661    2.570    2.711
   2     3666  0.00   -4.867   -3.343   -1.745   -0.681    0.346    1.687    2.614    2.766
   3     3574  0.00   -5.083   -3.741   -2.128   -0.961    0.221    1.725    2.677    2.844
   4     3434  0.00   -5.587   -4.401   -2.825   -1.473   -0.038    1.772    2.757    2.947
   5     3309  0.00   -6.114   -5.373   -3.842   -2.217   -0.437    1.820    2.833    3.047
   6     3126  0.00   -7.073   -6.737   -5.195   -3.221   -1.082    1.873    2.918    3.152
   7     2890  0.00   -7.806   -8.070   -6.411   -3.883   -1.624    1.940    2.966    3.231
   8     2667  0.00   -8.538   -9.000   -7.274   -4.257   -1.890    1.988    2.909    3.266
   9     2500  0.00   -9.278   -9.749   -8.017   -4.612   -2.027    2.018    2.794    3.252
