# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
 589    33000  4.00   -1.666   -2.794   -3.079   -3.214   -3.391   -3.789   -3.918   -4.027
 590    33000  4.50   -1.710   -2.825   -3.109   -3.248   -3.430   -3.830   -3.960   -4.069
 591    33000  5.00   -1.751   -2.858   -3.136   -3.276   -3.458   -3.859   -3.988   -4.097
 592    34000  4.00   -1.729   -2.867   -3.154   -3.289   -3.465   -3.865   -3.994   -4.104
 593    34000  4.50   -1.763   -2.889   -3.177   -3.317   -3.500   -3.903   -4.034   -4.145
 594    34000  5.00   -1.798   -2.917   -3.201   -3.343   -3.527   -3.932   -4.062   -4.172
 595    35000  4.00   -1.797   -2.942   -3.233   -3.367   -3.543   -3.942   -4.071   -4.181
 596    35000  4.50   -1.820   -2.955   -3.248   -3.388   -3.571   -3.977   -4.108   -4.220
 597    35000  5.00   -1.850   -2.979   -3.267   -3.411   -3.596   -4.004   -4.135   -4.247
 598    36000  4.00   -1.869   -3.020   -3.314   -3.448   -3.623   -4.022   -4.150   -4.261
 599    36000  4.50   -1.882   -3.025   -3.320   -3.462   -3.644   -4.050   -4.182   -4.294
 600    36000  5.00   -1.905   -3.043   -3.336   -3.480   -3.665   -4.075   -4.207   -4.320
 601    37000  4.00   -1.944   -3.100   -3.396   -3.530   -3.705   -4.104   -4.232   -4.343
 602    37000  4.50   -1.949   -3.097   -3.396   -3.537   -3.719   -4.125   -4.257   -4.369
 603    37000  5.00   -1.965   -3.110   -3.406   -3.551   -3.736   -4.147   -4.279   -4.392
 604    38000  4.00   -2.019   -3.180   -3.478   -3.612   -3.788   -4.187   -4.316   -4.426
 605    38000  4.50   -2.018   -3.171   -3.473   -3.615   -3.796   -4.202   -4.334   -4.446
 606    38000  5.00   -2.028   -3.179   -3.478   -3.623   -3.808   -4.219   -4.352   -4.465
 607    39000  4.00   -2.093   -3.258   -3.559   -3.694   -3.870   -4.270   -4.399   -4.510
 608    39000  4.50   -2.089   -3.247   -3.552   -3.694   -3.875   -4.281   -4.412   -4.525
 609    39000  5.00   -2.094   -3.250   -3.553   -3.698   -3.882   -4.293   -4.426   -4.540
 610    40000  4.50   -2.161   -3.322   -3.630   -3.772   -3.954   -4.360   -4.492   -4.605
 611    40000  5.00   -2.163   -3.322   -3.628   -3.774   -3.958   -4.369   -4.502   -4.616
 612    41000  4.50   -2.232   -3.397   -3.707   -3.850   -4.032   -4.439   -4.572   -4.686
 613    41000  5.00   -2.233   -3.395   -3.704   -3.851   -4.035   -4.446   -4.579   -4.693
 614    42000  4.50   -2.302   -3.470   -3.782   -3.926   -4.109   -4.517   -4.650   -4.765
 615    42000  5.00   -2.302   -3.468   -3.779   -3.927   -4.111   -4.522   -4.656   -4.771
 616    43000  4.50   -2.370   -3.541   -3.856   -4.000   -4.184   -4.593   -4.727   -4.842
 617    43000  5.00   -2.371   -3.540   -3.854   -4.002   -4.187   -4.598   -4.732   -4.848
 618    44000  4.50   -2.437   -3.612   -3.928   -4.073   -4.257   -4.668   -4.802   -4.917
 619    44000  5.00   -2.438   -3.610   -3.926   -4.075   -4.261   -4.673   -4.808   -4.924
 620    45000  4.50   -2.503   -3.681   -3.998   -4.143   -4.329   -4.740   -4.875   -4.991
 621    45000  5.00   -2.505   -3.679   -3.997   -4.147   -4.333   -4.747   -4.882   -4.998
 622    46000  4.50   -2.567   -3.748   -4.067   -4.212   -4.399   -4.811   -4.947   -5.063
 623    46000  5.00   -2.570   -3.747   -4.067   -4.217   -4.404   -4.818   -4.954   -5.071
 624    47000  4.50   -2.630   -3.814   -4.134   -4.280   -4.467   -4.881   -5.017   -5.134
 625    47000  5.00   -2.633   -3.813   -4.135   -4.285   -4.473   -4.889   -5.025   -5.142
 626    48000  4.50   -2.693   -3.879   -4.200   -4.347   -4.535   -4.950   -5.086   -5.204
 627    48000  5.00   -2.696   -3.879   -4.202   -4.352   -4.541   -4.958   -5.094   -5.212
 628    49000  4.50   -2.754   -3.943   -4.265   -4.412   -4.601   -5.017   -5.154   -5.272
 629    49000  5.00   -2.757   -3.943   -4.267   -4.418   -4.608   -5.025   -5.162   -5.281
 630    50000  5.00   -2.818   -4.006   -4.331   -4.483   -4.673   -5.092   -5.229   -5.348
 631    56101  5.00   -2.963   -4.181   -4.490   -4.622   -4.802   -5.216   -5.342   -5.449
 632    62946  5.00   -3.290   -4.518   -4.835   -4.972   -5.157   -5.579   -5.708   -5.817
 633    70627  5.00   -3.623   -4.859   -5.183   -5.325   -5.514   -5.942   -6.074   -6.186
 634    79245  5.00   -3.961   -5.204   -5.534   -5.680   -5.873   -6.307   -6.442   -6.555
 635    88914  5.00   -4.303   -5.552   -5.889   -6.037   -6.235   -6.673   -6.810   -6.926
 636    99763  5.00   -4.649   -5.903   -6.245   -6.397   -6.597   -7.040   -7.179   -7.296
 637   111936  5.00   -4.998   -6.257   -6.604   -6.758   -6.961   -7.408   -7.549   -7.667
 638   125595  5.00   -5.351   -6.614   -6.964   -7.120   -7.326   -7.777   -7.919   -8.039
 639   140920  5.00   -5.706   -6.972   -7.326   -7.484   -7.693   -8.146   -8.290   -8.411
 640   158115  5.00   -6.063   -7.333   -7.690   -7.850   -8.060   -8.516   -8.661   -8.783
 641   177407  5.00   -6.422   -7.695   -8.054   -8.216   -8.428   -8.887   -9.033   -9.155
 642   199055  5.00   -6.783   -8.058   -8.420   -8.583   -8.797   -9.258   -9.405   -9.528
 643   223343  5.00   -7.145   -8.423   -8.787   -8.952   -9.167   -9.629   -9.777   -9.901
 644   250595  5.00   -7.509   -8.789   -9.155   -9.321   -9.537  -10.001  -10.150  -10.274
 645   281172  5.00   -7.874   -9.156   -9.524   -9.690   -9.907  -10.373  -10.523  -10.648
 646   315481  5.00   -8.241   -9.524   -9.893  -10.060  -10.279  -10.746  -10.896  -11.021
 647   353975  5.00   -8.608   -9.892  -10.263  -10.431  -10.650  -11.118  -11.269  -11.395
 648   397167  5.00   -8.976  -10.262  -10.634  -10.802  -11.022  -11.491  -11.643  -11.769
 649   445629  5.00   -9.345  -10.632  -11.005  -11.174  -11.394  -11.865  -12.016  -12.143
 650   500004  5.00   -9.714  -11.002  -11.376  -11.546  -11.767  -12.238  -12.390  -12.517
 651   561014  5.00  -10.084  -11.373  -11.748  -11.918  -12.140  -12.612  -12.764  -12.891
 652   629469  5.00  -10.455  -11.745  -12.120  -12.291  -12.513  -12.985  -13.138  -13.266
 653   706276  5.00  -10.826  -12.116  -12.493  -12.664  -12.886  -13.359  -13.512  -13.640
 654   792455  5.00  -11.198  -12.489  -12.865  -13.037  -13.260  -13.733  -13.887  -14.015
 655   889149  5.00  -11.570  -12.861  -13.238  -13.410  -13.633  -14.108  -14.261  -14.389
 656   997642  5.00  -11.942  -13.234  -13.612  -13.784  -14.007  -14.482  -14.635  -14.764
 657  1119373  5.00  -12.315  -13.607  -13.985  -14.157  -14.381  -14.856  -15.010  -15.138
 658  1255958  5.00  -12.687  -13.980  -14.359  -14.531  -14.755  -15.230  -15.384  -15.513
 659  1409209  5.00  -13.060  -14.353  -14.732  -14.905  -15.129  -15.605  -15.759  -15.888
 660  1581159  5.00  -13.434  -14.727  -15.106  -15.279  -15.503  -15.979  -16.134  -16.262
 661  1774090  5.00  -13.807  -15.101  -15.480  -15.653  -15.878  -16.354  -16.508  -16.637
 662  1990563  5.00  -14.181  -15.475  -15.854  -16.027  -16.252  -16.729  -16.883  -17.012
 663  2233450  5.00  -14.555  -15.849  -16.229  -16.402  -16.627  -17.103  -17.258  -17.387
 664  2505973  5.00  -14.929  -16.223  -16.603  -16.776  -17.001  -17.478  -17.633  -17.762
 665  2811749  5.00  -15.303  -16.597  -16.977  -17.151  -17.376  -17.853  -18.007  -18.136
 666  3154836  5.00  -15.677  -16.971  -17.352  -17.525  -17.750  -18.227  -18.382  -18.511
 667  3539785  5.00  -16.051  -17.346  -17.726  -17.900  -18.125  -18.602  -18.757  -18.886
 668  3971706  5.00  -16.425  -17.720  -18.101  -18.274  -18.500  -18.977  -19.132  -19.261
 669  4456330  5.00  -16.800  -18.095  -18.475  -18.649  -18.874  -19.352  -19.507  -19.636
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
   0     3810  0.00   -4.369   -2.834   -1.282   -0.342    0.415    1.633    2.525    2.657
   1     3736  0.00   -4.611   -3.075   -1.505   -0.500    0.388    1.661    2.570    2.711
   2     3666  0.00   -4.867   -3.343   -1.745   -0.681    0.346    1.687    2.614    2.766
   3     3574  0.00   -5.083   -3.741   -2.128   -0.961    0.221    1.725    2.677    2.844
   4     3434  0.00   -5.587   -4.401   -2.825   -1.473   -0.038    1.772    2.757    2.947
   5     3309  0.00   -6.114   -5.373   -3.842   -2.217   -0.437    1.820    2.833    3.047
   6     3126  0.00   -7.073   -6.737   -5.195   -3.221   -1.082    1.873    2.918    3.152
   7     2890  0.00   -7.806   -8.070   -6.411   -3.883   -1.624    1.940    2.966    3.231
   8     2667  0.00   -8.538   -9.000   -7.274   -4.257   -1.890    1.988    2.909    3.266
   9     2500  0.00   -9.278   -9.749   -8.017   -4.612   -2.027    2.018    2.794    3.252
