# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
 587    32000  4.50   -1.739   -2.823   -3.104   -3.238   -3.415   -3.803   -3.928   -4.033
 588    32000  5.00   -1.780   -2.855   -3.129   -3.264   -3.441   -3.829   -3.954   -4.059
 589    33000  4.00   -1.724   -2.841   -3.128   -3.259   -3.434   -3.826   -3.952   -4.058
 590    33000  4.50   -1.777   -2.877   -3.164   -3.299   -3.478   -3.872   -3.999   -4.105
 591    33000  5.00   -1.818   -2.910   -3.190   -3.327   -3.506   -3.901   -4.027   -4.133
 592    34000  4.00   -1.778   -2.907   -3.196   -3.327   -3.502   -3.896   -4.022   -4.128
 593    34000  4.50   -1.821   -2.934   -3.225   -3.362   -3.542   -3.940   -4.067   -4.175
 594    34000  5.00   -1.857   -2.963   -3.249   -3.388   -3.569   -3.969   -4.096   -4.204
 595    35000  4.00   -1.839   -2.977   -3.268   -3.399   -3.572   -3.968   -4.093   -4.200
 596    35000  4.50   -1.870   -2.995   -3.289   -3.427   -3.607   -4.008   -4.136   -4.244
 597    35000  5.00   -1.901   -3.020   -3.310   -3.451   -3.633   -4.036   -4.165   -4.273
 598    36000  4.00   -1.906   -3.053   -3.344   -3.475   -3.647   -4.042   -4.167   -4.274
 599    36000  4.50   -1.925   -3.060   -3.357   -3.495   -3.674   -4.076   -4.205   -4.313
 600    36000  5.00   -1.950   -3.079   -3.373   -3.515   -3.698   -4.103   -4.232   -4.341
 601    37000  4.00   -1.978   -3.131   -3.424   -3.554   -3.726   -4.120   -4.244   -4.351
 602    37000  4.50   -1.986   -3.129   -3.427   -3.565   -3.744   -4.146   -4.275   -4.383
 603    37000  5.00   -2.004   -3.142   -3.439   -3.581   -3.763   -4.170   -4.300   -4.409
 604    38000  4.00   -2.053   -3.210   -3.505   -3.636   -3.807   -4.201   -4.325   -4.432
 605    38000  4.50   -2.052   -3.201   -3.502   -3.639   -3.817   -4.219   -4.347   -4.456
 606    38000  5.00   -2.063   -3.208   -3.508   -3.650   -3.832   -4.239   -4.368   -4.478
 607    39000  4.00   -2.128   -3.290   -3.587   -3.717   -3.889   -4.284   -4.408   -4.515
 608    39000  4.50   -2.122   -3.276   -3.579   -3.716   -3.894   -4.295   -4.422   -4.531
 609    39000  5.00   -2.126   -3.277   -3.579   -3.721   -3.902   -4.309   -4.438   -4.548
 610    40000  4.50   -2.194   -3.352   -3.657   -3.794   -3.972   -4.373   -4.500   -4.610
 611    40000  5.00   -2.193   -3.349   -3.653   -3.795   -3.976   -4.382   -4.511   -4.621
 612    41000  4.50   -2.266   -3.428   -3.734   -3.873   -4.050   -4.452   -4.580   -4.689
 613    41000  5.00   -2.263   -3.422   -3.729   -3.871   -4.052   -4.457   -4.586   -4.697
 614    42000  4.50   -2.338   -3.504   -3.811   -3.950   -4.129   -4.531   -4.659   -4.769
 615    42000  5.00   -2.333   -3.496   -3.805   -3.948   -4.128   -4.534   -4.663   -4.774
 616    43000  4.50   -2.409   -3.578   -3.887   -4.027   -4.206   -4.609   -4.737   -4.848
 617    43000  5.00   -2.404   -3.570   -3.881   -4.024   -4.204   -4.611   -4.740   -4.851
 618    44000  4.50   -2.478   -3.650   -3.961   -4.101   -4.281   -4.685   -4.814   -4.925
 619    44000  5.00   -2.474   -3.643   -3.955   -4.099   -4.280   -4.687   -4.817   -4.928
 620    45000  4.50   -2.546   -3.721   -4.034   -4.174   -4.355   -4.760   -4.890   -5.001
 621    45000  5.00   -2.543   -3.715   -4.029   -4.173   -4.355   -4.762   -4.893   -5.005
 622    46000  4.50   -2.613   -3.791   -4.105   -4.246   -4.427   -4.834   -4.963   -5.076
 623    46000  5.00   -2.611   -3.785   -4.101   -4.246   -4.428   -4.837   -4.967   -5.080
 624    47000  4.50   -2.678   -3.859   -4.174   -4.315   -4.497   -4.905   -5.036   -5.149
 625    47000  5.00   -2.677   -3.854   -4.171   -4.317   -4.500   -4.910   -5.040   -5.154
 626    48000  4.50   -2.742   -3.926   -4.242   -4.384   -4.566   -4.976   -5.106   -5.220
 627    48000  5.00   -2.742   -3.922   -4.240   -4.386   -4.570   -4.981   -5.112   -5.226
 628    49000  4.50   -2.805   -3.991   -4.308   -4.450   -4.634   -5.045   -5.176   -5.289
 629    49000  5.00   -2.806   -3.988   -4.308   -4.454   -4.639   -5.051   -5.182   -5.296
 630    50000  5.00   -2.869   -4.053   -4.374   -4.521   -4.706   -5.119   -5.251   -5.366
 631    56101  5.00   -2.963   -4.181   -4.490   -4.622   -4.802   -5.216   -5.342   -5.449
 632    62946  5.00   -3.290   -4.518   -4.835   -4.972   -5.157   -5.579   -5.708   -5.817
 633    70627  5.00   -3.623   -4.859   -5.183   -5.325   -5.514   -5.942   -6.074   -6.186
 634    79245  5.00   -3.961   -5.204   -5.534   -5.680   -5.873   -6.307   -6.442   -6.555
 635    88914  5.00   -4.303   -5.552   -5.889   -6.037   -6.235   -6.673   -6.810   -6.926
 636    99763  5.00   -4.649   -5.903   -6.245   -6.397   -6.597   -7.040   -7.179   -7.296
 637   111936  5.00   -4.998   -6.257   -6.604   -6.758   -6.961   -7.408   -7.549   -7.667
 638   125595  5.00   -5.351   -6.614   -6.964   -7.120   -7.326   -7.777   -7.919   -8.039
 639   140920  5.00   -5.706   -6.972   -7.326   -7.484   -7.693   -8.146   -8.290   -8.411
 640   158115  5.00   -6.063   -7.333   -7.690   -7.850   -8.060   -8.516   -8.661   -8.783
 641   177407  5.00   -6.422   -7.695   -8.054   -8.216   -8.428   -8.887   -9.033   -9.155
 642   199055  5.00   -6.783   -8.058   -8.420   -8.583   -8.797   -9.258   -9.405   -9.528
 643   223343  5.00   -7.145   -8.423   -8.787   -8.952   -9.167   -9.629   -9.777   -9.901
 644   250595  5.00   -7.509   -8.789   -9.155   -9.321   -9.537  -10.001  -10.150  -10.274
 645   281172  5.00   -7.874   -9.156   -9.524   -9.690   -9.907  -10.373  -10.523  -10.648
 646   315481  5.00   -8.241   -9.524   -9.893  -10.060  -10.279  -10.746  -10.896  -11.021
 647   353975  5.00   -8.608   -9.892  -10.263  -10.431  -10.650  -11.118  -11.269  -11.395
 648   397167  5.00   -8.976  -10.262  -10.634  -10.802  -11.022  -11.491  -11.643  -11.769
 649   445629  5.00   -9.345  -10.632  -11.005  -11.174  -11.394  -11.865  -12.016  -12.143
 650   500004  5.00   -9.714  -11.002  -11.376  -11.546  -11.767  -12.238  -12.390  -12.517
 651   561014  5.00  -10.084  -11.373  -11.748  -11.918  -12.140  -12.612  -12.764  -12.891
 652   629469  5.00  -10.455  -11.745  -12.120  -12.291  -12.513  -12.985  -13.138  -13.266
 653   706276  5.00  -10.826  -12.116  -12.493  -12.664  -12.886  -13.359  -13.512  -13.640
 654   792455  5.00  -11.198  -12.489  -12.865  -13.037  -13.260  -13.733  -13.887  -14.015
 655   889149  5.00  -11.570  -12.861  -13.238  -13.410  -13.633  -14.108  -14.261  -14.389
 656   997642  5.00  -11.942  -13.234  -13.612  -13.784  -14.007  -14.482  -14.635  -14.764
 657  1119373  5.00  -12.315  -13.607  -13.985  -14.157  -14.381  -14.856  -15.010  -15.138
 658  1255958  5.00  -12.687  -13.980  -14.359  -14.531  -14.755  -15.230  -15.384  -15.513
 659  1409209  5.00  -13.060  -14.353  -14.732  -14.905  -15.129  -15.605  -15.759  -15.888
 660  1581159  5.00  -13.434  -14.727  -15.106  -15.279  -15.503  -15.979  -16.134  -16.262
 661  1774090  5.00  -13.807  -15.101  -15.480  -15.653  -15.878  -16.354  -16.508  -16.637
 662  1990563  5.00  -14.181  -15.475  -15.854  -16.027  -16.252  -16.729  -16.883  -17.012
 663  2233450  5.00  -14.555  -15.849  -16.229  -16.402  -16.627  -17.103  -17.258  -17.387
 664  2505973  5.00  -14.929  -16.223  -16.603  -16.776  -17.001  -17.478  -17.633  -17.762
 665  2811749  5.00  -15.303  -16.597  -16.977  -17.151  -17.376  -17.853  -18.007  -18.136
 666  3154836  5.00  -15.677  -16.971  -17.352  -17.525  -17.750  -18.227  -18.382  -18.511
 667  3539785  5.00  -16.051  -17.346  -17.726  -17.900  -18.125  -18.602  -18.757  -18.886
 668  3971706  5.00  -16.425  -17.720  -18.101  -18.274  -18.500  -18.977  -19.132  -19.261
 669  4456330  5.00  -16.800  -18.095  -18.475  -18.649  -18.874  -19.352  -19.507  -19.636
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
   0     3810  0.00   -4.369   -2.834   -1.282   -0.342    0.415    1.633    2.525    2.657
   1     3736  0.00   -4.611   -3.075   -1.505   -0.500    0.388    1.661    2.570    2.711
   2     3666  0.00   -4.867   -3.343   -1.745   -0.681    0.346    1.687    2.614    2.766
   3     3574  0.00   -5.083   -3.741   -2.128   -0.961    0.221    1.725    2.677    2.844
   4     3434  0.00   -5.587   -4.401   -2.825   -1.473   -0.038    1.772    2.757    2.947
   5     3309  0.00   -6.114   -5.373   -3.842   -2.217   -0.437    1.820    2.833    3.047
   6     3126  0.00   -7.073   -6.737   -5.195   -3.221   -1.082    1.873    2.918    3.152
   7     2890  0.00   -7.806   -8.070   -6.411   -3.883   -1.624    1.940    2.966    3.231
   8     2667  0.00   -8.538   -9.000   -7.274   -4.257   -1.890    1.988    2.909    3.266
   9     2500  0.00   -9.278   -9.749   -8.017   -4.612   -2.027    2.018    2.794    3.252
