# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
 587    32000  4.50   -1.760   -2.838   -3.121   -3.255   -3.432   -3.820   -3.945   -4.050
 588    32000  5.00   -1.800   -2.869   -3.144   -3.280   -3.457   -3.845   -3.970   -4.075
 589    33000  4.00   -1.739   -2.852   -3.140   -3.271   -3.446   -3.838   -3.963   -4.069
 590    33000  4.50   -1.794   -2.890   -3.178   -3.313   -3.492   -3.886   -4.012   -4.118
 591    33000  5.00   -1.835   -2.921   -3.203   -3.340   -3.520   -3.914   -4.040   -4.147
 592    34000  4.00   -1.790   -2.916   -3.206   -3.337   -3.511   -3.906   -4.031   -4.137
 593    34000  4.50   -1.834   -2.944   -3.236   -3.373   -3.553   -3.951   -4.078   -4.185
 594    34000  5.00   -1.871   -2.973   -3.260   -3.399   -3.581   -3.980   -4.107   -4.215
 595    35000  4.00   -1.849   -2.986   -3.277   -3.407   -3.580   -3.975   -4.100   -4.205
 596    35000  4.50   -1.881   -3.004   -3.298   -3.436   -3.616   -4.017   -4.145   -4.252
 597    35000  5.00   -1.912   -3.028   -3.319   -3.460   -3.642   -4.045   -4.173   -4.282
 598    36000  4.00   -1.916   -3.061   -3.352   -3.482   -3.653   -4.047   -4.171   -4.277
 599    36000  4.50   -1.934   -3.068   -3.364   -3.502   -3.681   -4.083   -4.211   -4.318
 600    36000  5.00   -1.959   -3.086   -3.381   -3.522   -3.705   -4.110   -4.239   -4.348
 601    37000  4.00   -1.988   -3.140   -3.432   -3.561   -3.731   -4.124   -4.247   -4.353
 602    37000  4.50   -1.995   -3.136   -3.435   -3.572   -3.750   -4.151   -4.279   -4.386
 603    37000  5.00   -2.012   -3.148   -3.446   -3.587   -3.770   -4.176   -4.305   -4.414
 604    38000  4.00   -2.064   -3.221   -3.514   -3.643   -3.813   -4.205   -4.328   -4.433
 605    38000  4.50   -2.061   -3.209   -3.509   -3.646   -3.823   -4.223   -4.350   -4.457
 606    38000  5.00   -2.070   -3.214   -3.514   -3.655   -3.837   -4.243   -4.372   -4.481
 607    39000  4.00   -2.140   -3.302   -3.596   -3.725   -3.896   -4.289   -4.411   -4.517
 608    39000  4.50   -2.131   -3.285   -3.586   -3.723   -3.899   -4.299   -4.425   -4.532
 609    39000  5.00   -2.134   -3.284   -3.586   -3.727   -3.907   -4.313   -4.441   -4.550
 610    40000  4.50   -2.204   -3.362   -3.665   -3.801   -3.978   -4.377   -4.503   -4.611
 611    40000  5.00   -2.202   -3.357   -3.660   -3.801   -3.981   -4.386   -4.514   -4.623
 612    41000  4.50   -2.278   -3.440   -3.744   -3.881   -4.057   -4.457   -4.583   -4.691
 613    41000  5.00   -2.272   -3.431   -3.737   -3.878   -4.057   -4.461   -4.589   -4.698
 614    42000  4.50   -2.352   -3.517   -3.823   -3.960   -4.137   -4.537   -4.664   -4.772
 615    42000  5.00   -2.344   -3.506   -3.814   -3.955   -4.134   -4.538   -4.666   -4.776
 616    43000  4.50   -2.425   -3.593   -3.900   -4.038   -4.216   -4.617   -4.744   -4.853
 617    43000  5.00   -2.416   -3.582   -3.891   -4.032   -4.212   -4.616   -4.744   -4.854
 618    44000  4.50   -2.496   -3.667   -3.976   -4.115   -4.293   -4.695   -4.822   -4.932
 619    44000  5.00   -2.488   -3.656   -3.967   -4.109   -4.289   -4.694   -4.822   -4.932
 620    45000  4.50   -2.567   -3.740   -4.051   -4.190   -4.369   -4.772   -4.900   -5.010
 621    45000  5.00   -2.559   -3.730   -4.042   -4.185   -4.365   -4.771   -4.899   -5.010
 622    46000  4.50   -2.635   -3.812   -4.123   -4.263   -4.443   -4.848   -4.976   -5.086
 623    46000  5.00   -2.629   -3.802   -4.116   -4.259   -4.440   -4.847   -4.975   -5.087
 624    47000  4.50   -2.702   -3.881   -4.194   -4.335   -4.515   -4.921   -5.050   -5.161
 625    47000  5.00   -2.697   -3.873   -4.188   -4.332   -4.514   -4.921   -5.050   -5.162
 626    48000  4.50   -2.768   -3.950   -4.264   -4.405   -4.586   -4.993   -5.122   -5.234
 627    48000  5.00   -2.764   -3.942   -4.259   -4.403   -4.586   -4.994   -5.124   -5.236
 628    49000  4.50   -2.832   -4.016   -4.332   -4.473   -4.655   -5.063   -5.193   -5.305
 629    49000  5.00   -2.830   -4.010   -4.328   -4.473   -4.656   -5.066   -5.196   -5.309
 630    50000  5.00   -2.894   -4.076   -4.395   -4.541   -4.725   -5.136   -5.266   -5.379
 631    56101  5.00   -2.963   -4.181   -4.490   -4.622   -4.802   -5.216   -5.342   -5.449
 632    62946  5.00   -3.290   -4.518   -4.835   -4.972   -5.157   -5.579   -5.708   -5.817
 633    70627  5.00   -3.623   -4.859   -5.183   -5.325   -5.514   -5.942   -6.074   -6.186
 634    79245  5.00   -3.961   -5.204   -5.534   -5.680   -5.873   -6.307   -6.442   -6.555
 635    88914  5.00   -4.303   -5.552   -5.889   -6.037   -6.235   -6.673   -6.810   -6.926
 636    99763  5.00   -4.649   -5.903   -6.245   -6.397   -6.597   -7.040   -7.179   -7.296
 637   111936  5.00   -4.998   -6.257   -6.604   -6.758   -6.961   -7.408   -7.549   -7.667
 638   125595  5.00   -5.351   -6.614   -6.964   -7.120   -7.326   -7.777   -7.919   -8.039
 639   140920  5.00   -5.706   -6.972   -7.326   -7.484   -7.693   -8.146   -8.290   -8.411
 640   158115  5.00   -6.063   -7.333   -7.690   -7.850   -8.060   -8.516   -8.661   -8.783
 641   177407  5.00   -6.422   -7.695   -8.054   -8.216   -8.428   -8.887   -9.033   -9.155
 642   199055  5.00   -6.783   -8.058   -8.420   -8.583   -8.797   -9.258   -9.405   -9.528
 643   223343  5.00   -7.145   -8.423   -8.787   -8.952   -9.167   -9.629   -9.777   -9.901
 644   250595  5.00   -7.509   -8.789   -9.155   -9.321   -9.537  -10.001  -10.150  -10.274
 645   281172  5.00   -7.874   -9.156   -9.524   -9.690   -9.907  -10.373  -10.523  -10.648
 646   315481  5.00   -8.241   -9.524   -9.893  -10.060  -10.279  -10.746  -10.896  -11.021
 647   353975  5.00   -8.608   -9.892  -10.263  -10.431  -10.650  -11.118  -11.269  -11.395
 648   397167  5.00   -8.976  -10.262  -10.634  -10.802  -11.022  -11.491  -11.643  -11.769
 649   445629  5.00   -9.345  -10.632  -11.005  -11.174  -11.394  -11.865  -12.016  -12.143
 650   500004  5.00   -9.714  -11.002  -11.376  -11.546  -11.767  -12.238  -12.390  -12.517
 651   561014  5.00  -10.084  -11.373  -11.748  -11.918  -12.140  -12.612  -12.764  -12.891
 652   629469  5.00  -10.455  -11.745  -12.120  -12.291  -12.513  -12.985  -13.138  -13.266
 653   706276  5.00  -10.826  -12.116  -12.493  -12.664  -12.886  -13.359  -13.512  -13.640
 654   792455  5.00  -11.198  -12.489  -12.865  -13.037  -13.260  -13.733  -13.887  -14.015
 655   889149  5.00  -11.570  -12.861  -13.238  -13.410  -13.633  -14.108  -14.261  -14.389
 656   997642  5.00  -11.942  -13.234  -13.612  -13.784  -14.007  -14.482  -14.635  -14.764
 657  1119373  5.00  -12.315  -13.607  -13.985  -14.157  -14.381  -14.856  -15.010  -15.138
 658  1255958  5.00  -12.687  -13.980  -14.359  -14.531  -14.755  -15.230  -15.384  -15.513
 659  1409209  5.00  -13.060  -14.353  -14.732  -14.905  -15.129  -15.605  -15.759  -15.888
 660  1581159  5.00  -13.434  -14.727  -15.106  -15.279  -15.503  -15.979  -16.134  -16.262
 661  1774090  5.00  -13.807  -15.101  -15.480  -15.653  -15.878  -16.354  -16.508  -16.637
 662  1990563  5.00  -14.181  -15.475  -15.854  -16.027  -16.252  -16.729  -16.883  -17.012
 663  2233450  5.00  -14.555  -15.849  -16.229  -16.402  -16.627  -17.103  -17.258  -17.387
 664  2505973  5.00  -14.929  -16.223  -16.603  -16.776  -17.001  -17.478  -17.633  -17.762
 665  2811749  5.00  -15.303  -16.597  -16.977  -17.151  -17.376  -17.853  -18.007  -18.136
 666  3154836  5.00  -15.677  -16.971  -17.352  -17.525  -17.750  -18.227  -18.382  -18.511
 667  3539785  5.00  -16.051  -17.346  -17.726  -17.900  -18.125  -18.602  -18.757  -18.886
 668  3971706  5.00  -16.425  -17.720  -18.101  -18.274  -18.500  -18.977  -19.132  -19.261
 669  4456330  5.00  -16.800  -18.095  -18.475  -18.649  -18.874  -19.352  -19.507  -19.636
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
   0     3810  0.00   -4.369   -2.834   -1.282   -0.342    0.415    1.633    2.525    2.657
   1     3736  0.00   -4.611   -3.075   -1.505   -0.500    0.388    1.661    2.570    2.711
   2     3666  0.00   -4.867   -3.343   -1.745   -0.681    0.346    1.687    2.614    2.766
   3     3574  0.00   -5.083   -3.741   -2.128   -0.961    0.221    1.725    2.677    2.844
   4     3434  0.00   -5.587   -4.401   -2.825   -1.473   -0.038    1.772    2.757    2.947
   5     3309  0.00   -6.114   -5.373   -3.842   -2.217   -0.437    1.820    2.833    3.047
   6     3126  0.00   -7.073   -6.737   -5.195   -3.221   -1.082    1.873    2.918    3.152
   7     2890  0.00   -7.806   -8.070   -6.411   -3.883   -1.624    1.940    2.966    3.231
   8     2667  0.00   -8.538   -9.000   -7.274   -4.257   -1.890    1.988    2.909    3.266
   9     2500  0.00   -9.278   -9.749   -8.017   -4.612   -2.027    2.018    2.794    3.252
